x, y, z
14.70,26.21,-0.08
10.07,20.99,0.10
10.82,23.81,-0.07
16.38,22.72,-0.05
14.58,26.59,-0.15
9.85,18.96,0.11
31.49,26.26,-0.14
8.31,24.24,0.08
10.88,23.87,0.00
10.81,23.71,-0.01
9.99,25.22,0.16
28.12,26.67,-0.18
22.37,26.70,-0.17
15.12,26.75,-0.11
9.12,20.15,0.18
13.62,26.62,-0.01
9.69,19.46,0.21
28.58,26.34,-0.21
9.37,21.28,0.08
27.05,26.71,-0.16
9.26,23.75,-0.02
17.38,20.97,0.13
8.36,23.71,-0.09
45.33,26.96,-0.21
18.47,21.67,0.10
18.38,20.65,0.07
8.58,20.00,0.14
11.44,26.24,-0.04
10.37,22.59,0.09
21.62,26.61,-0.14
18.81,22.53,0.13
8.33,23.68,-0.08
33.98,26.32,-0.20
24.53,26.43,-0.18
9.90,22.98,-0.02
8.06,20.98,0.14
17.54,21.12,0.08
16.96,26.08,-0.12
32.21,26.32,-0.16
10.61,24.28,-0.07
27.69,26.30,-0.22
9.87,24.49,-0.04
38.00,26.22,-0.15
38.19,26.26,-0.16
11.47,22.80,-0.08
16.56,25.53,-0.15
14.01,26.21,-0.13
26.76,26.54,-0.21
44.80,15.07,0.19
10.71,23.72,-0.08
11.76,26.59,-0.04
8.43,23.75,-0.08
10.43,23.18,0.07
21.18,26.34,-0.19
13.44,26.67,-0.12
10.28,21.38,-0.01
11.12,26.27,-0.04
9.08,26.89,0.11
17.74,25.14,0.01
10.82,23.70,-0.00
17.99,22.69,-0.03
15.30,26.65,-0.05
10.57,23.43,-0.05
16.54,25.30,-0.17
15.82,26.61,-0.10
14.79,26.18,-0.20
17.60,22.96,-0.03
11.03,23.02,-0.07
42.37,26.41,-0.22
13.19,26.13,-0.21
14.66,26.58,-0.03
16.96,26.38,-0.12
7.91,26.67,0.10
10.41,22.76,-0.03
9.01,20.52,0.10
10.65,24.01,0.02
8.48,26.04,0.16
9.09,20.11,0.14
10.30,22.77,0.01
10.01,20.16,0.23
9.43,26.42,-0.05
17.14,24.58,-0.15
19.32,26.38,-0.13
8.02,23.31,-0.09
16.15,20.29,0.15
18.76,20.73,0.09
18.89,26.45,-0.23
9.64,22.78,-0.04
9.75,23.81,-0.03
15.08,26.73,-0.10
16.77,24.92,-0.13
10.62,21.25,0.05
44.33,16.45,0.21
45.57,25.65,-0.18
36.59,26.59,-0.18
14.18,26.26,-0.10
8.61,23.09,-0.07
8.13,20.22,0.20
10.73,24.05,0.00
10.73,24.06,-0.01
10.53,24.38,-0.06
13.23,26.12,-0.20
11.69,22.77,-0.09
18.78,22.32,0.18
26.38,26.44,-0.20
13.03,26.26,-0.12
16.77,23.85,-0.14
8.72,24.11,0.06
9.78,21.40,0.13
10.69,23.76,0.01
16.75,26.29,-0.10
8.70,22.88,-0.02
19.80,26.35,-0.13
9.59,19.79,0.13
8.69,23.05,-0.07
10.41,26.01,-0.06
27.18,26.35,-0.19
15.43,26.82,-0.10
16.12,20.67,0.08
22.02,26.62,-0.10
9.89,19.60,0.22
17.75,25.33,-0.04
10.41,23.46,-0.04
11.95,26.63,-0.12
8.95,21.03,0.08
43.90,27.38,-0.21
9.30,26.28,-0.05
17.74,24.48,-0.06
45.66,22.89,-0.10
11.49,26.65,-0.10
23.38,26.55,-0.15
9.03,21.12,0.08
21.93,26.73,-0.17
16.70,24.40,-0.18
10.02,19.52,-0.01
10.65,23.96,0.04
9.97,25.17,-0.10
45.64,19.66,0.01
45.62,19.71,0.00
8.83,20.50,0.13
32.89,26.94,-0.20
29.92,26.83,-0.16
10.62,23.52,-0.06
10.70,23.80,-0.03
17.67,24.85,-0.19
10.14,26.14,-0.02
16.46,20.14,0.06
10.40,22.96,0.04
10.62,23.82,-0.07
9.20,25.66,0.08
9.85,21.72,0.11
10.20,25.23,-0.06
10.64,23.98,0.04
10.56,24.33,-0.07
45.00,26.30,-0.21
19.37,26.57,-0.10
17.28,21.09,-0.06
16.31,23.02,-0.09
10.46,25.81,-0.09
41.91,26.47,-0.20
16.64,25.20,-0.14
9.58,26.89,0.00
8.98,20.58,0.11
13.85,26.16,-0.17
11.69,22.89,-0.05
24.25,26.76,-0.16
16.77,23.29,-0.08
18.92,21.46,0.05
9.93,22.95,-0.02
16.56,25.82,0.01
44.94,17.30,0.14
44.30,17.80,0.18
11.56,22.92,-0.04
18.01,26.46,-0.21
26.83,26.46,-0.18
11.31,26.30,-0.04
8.55,21.21,0.09
8.69,20.97,0.13
9.12,22.95,0.00
18.89,26.41,-0.20
44.34,18.02,0.18
15.33,26.17,-0.20
21.39,26.34,-0.19
19.03,26.46,-0.21
16.23,20.26,0.14
16.32,21.83,0.03
9.93,24.64,-0.08
17.74,20.93,0.06
17.71,26.06,-0.08
16.15,22.44,-0.05
10.71,24.01,0.05
10.26,21.64,-0.02
18.08,20.93,0.13
16.94,26.38,-0.12
37.79,26.23,-0.19
25.77,26.48,-0.16
42.59,26.40,-0.17
16.25,22.98,-0.06
8.55,20.65,0.10
16.48,26.27,-0.14
38.37,26.29,-0.20
10.38,23.60,0.03
18.94,21.43,0.04
34.59,26.38,-0.22
10.69,23.78,-0.02
10.68,24.07,-0.02
44.68,18.79,0.14
10.32,23.87,-0.10
9.70,23.77,-0.03
15.92,26.80,-0.09
33.92,26.34,-0.20
19.92,26.34,-0.17
45.13,16.87,0.17
8.17,19.94,0.22
9.70,23.74,-0.06
45.49,19.18,-0.00
9.74,21.94,0.04
18.81,21.78,0.09
18.94,21.17,0.15
10.23,25.14,0.01
9.99,20.11,0.22
10.63,26.84,-0.07
44.96,27.37,-0.19
16.42,24.04,-0.15
12.72,26.53,0.02
24.04,26.47,-0.18
31.08,26.30,-0.18
17.87,22.78,-0.01
17.27,26.66,-0.07
10.57,24.28,-0.07
10.28,21.90,-0.01
17.60,23.58,-0.07
25.95,26.54,-0.19
43.62,27.33,-0.19
38.16,26.50,-0.16
11.59,26.64,-0.05
23.88,26.65,-0.14
10.70,24.02,-0.03
10.20,20.16,0.18
20.39,26.84,-0.15
10.78,23.76,-0.04
42.69,26.95,-0.19
10.69,24.03,0.07
37.38,26.31,-0.21
9.53,19.75,0.18
45.62,24.45,-0.12
9.42,21.02,0.10
45.56,19.30,0.03
14.30,26.63,-0.01
18.94,26.40,-0.19
10.38,24.34,-0.10
18.01,22.71,-0.03
10.38,24.81,0.11
19.45,26.86,-0.13
20.06,26.63,-0.10
10.46,23.61,-0.04
10.18,21.63,0.13
10.12,26.61,0.02
8.40,20.59,0.22
11.13,26.34,-0.02
10.38,26.08,-0.07
9.69,19.45,0.21
8.82,21.20,0.01
10.85,26.76,-0.07
17.65,20.95,0.09
8.64,20.06,0.18
26.84,26.36,-0.13
45.26,19.68,0.05
19.15,26.56,-0.08
17.68,26.43,-0.18
16.42,26.67,-0.16
9.74,21.98,0.03
45.28,25.25,-0.14
26.79,26.40,-0.12
10.47,24.86,-0.10
20.98,26.66,-0.14
23.05,26.57,-0.16
10.41,23.39,0.07
9.92,19.05,0.20
35.67,26.79,-0.16
37.95,26.47,-0.17
25.87,26.41,-0.15
10.72,23.78,-0.03
15.68,20.70,0.08
17.35,21.93,-0.02
11.87,22.82,-0.07
9.03,20.09,0.17
8.30,19.85,0.20
20.73,26.29,-0.16
17.64,24.42,-0.12
8.98,24.02,0.02
10.72,23.79,-0.04
12.54,26.58,0.04
13.51,26.12,-0.20
16.71,24.99,-0.11
8.76,25.97,0.16
9.01,21.23,0.02
10.87,23.88,0.01
16.66,26.13,-0.14
10.61,23.01,0.02
10.43,26.40,0.06
10.36,25.10,0.07
11.93,26.62,-0.13
17.13,26.35,-0.06
33.37,26.28,-0.15
21.99,26.72,-0.18
7.77,23.78,-0.00
17.36,20.95,0.13
16.43,24.18,-0.17
45.30,23.52,-0.08
14.88,26.61,-0.03
25.30,26.53,-0.18
9.39,20.57,0.11
16.39,23.25,-0.06
16.30,23.70,-0.13
8.31,22.86,-0.04
8.26,24.20,0.08
7.90,23.10,0.02
10.70,23.80,-0.01
9.47,20.77,0.18
26.76,26.25,-0.10
11.90,26.09,-0.01
9.96,24.45,0.06
10.46,22.98,-0.05
15.09,26.19,-0.22
10.05,21.60,0.04
8.39,20.57,0.21
10.38,22.55,0.09
16.41,24.09,-0.16
10.65,21.31,0.01
33.23,26.31,-0.18
11.80,22.80,-0.08
17.68,26.89,-0.11
17.76,25.94,-0.12
16.89,22.56,-0.06
7.78,23.61,0.01
42.66,26.40,-0.17
11.71,26.20,-0.06
18.91,26.90,-0.13
15.90,21.60,-0.04
10.38,21.08,0.05
9.57,20.81,0.07
16.64,24.34,-0.12
16.80,22.82,-0.07
21.56,26.62,-0.11
10.33,22.91,-0.04
8.39,20.57,0.23
31.67,26.32,-0.13
10.70,24.02,-0.05
18.98,26.58,-0.11
15.27,26.29,-0.06
41.23,26.36,-0.17
16.82,22.73,-0.08
45.66,19.60,0.02
38.01,26.49,-0.17
16.71,26.36,-0.12
31.20,26.25,-0.17
23.71,26.55,-0.16
44.63,26.39,-0.21
10.23,26.58,0.04
9.38,26.38,-0.05
26.44,26.52,-0.22
16.55,26.16,-0.18
17.74,25.48,-0.16
40.12,26.37,-0.19
34.30,26.35,-0.13
32.16,26.82,-0.20
40.02,26.59,-0.17
8.62,22.85,-0.04
17.05,24.68,-0.11
19.09,26.58,-0.09
10.70,23.69,-0.07
38.70,26.52,-0.19
27.62,26.30,-0.22
10.47,23.65,-0.01
18.71,22.72,0.05
43.20,26.40,-0.20
16.52,26.56,-0.19
20.10,26.34,-0.18
16.23,21.19,0.05
8.10,21.26,0.19
10.40,23.76,0.02
45.46,20.40,-0.02
18.54,26.46,-0.11
24.52,26.57,-0.21
10.72,23.78,-0.04
15.71,21.20,0.01
31.51,26.79,-0.17
11.79,22.85,-0.06
45.42,20.12,-0.01
16.76,26.15,-0.14
9.88,25.40,-0.13
16.28,23.62,-0.13
16.14,22.39,-0.05
23.66,26.55,-0.16
7.80,23.51,0.01
9.12,20.58,0.17
11.73,26.20,-0.07
35.03,26.35,-0.20
43.67,26.38,-0.19
45.15,15.71,0.12
45.40,21.74,-0.05
29.95,26.37,-0.20
10.22,24.65,0.07
16.43,24.62,-0.23
9.07,23.98,0.01
13.72,26.21,-0.13
10.75,23.74,-0.09
9.74,19.81,0.11
9.35,20.59,0.08
8.05,23.41,-0.10
10.83,23.81,-0.05
8.29,20.35,0.19
35.11,26.82,-0.18
10.61,22.90,0.02
11.33,22.97,-0.09
16.45,25.98,-0.03
13.28,26.66,-0.15
16.38,22.49,-0.02
45.32,21.27,-0.00
10.70,24.03,0.05
17.75,24.43,-0.07
10.51,23.92,0.06
10.59,23.87,0.10
18.04,26.47,-0.21
16.68,26.42,-0.13
8.25,19.85,0.20
10.69,23.79,0.01
45.26,18.11,0.13
18.14,20.82,0.09
10.02,19.78,0.13
8.88,21.00,0.12
45.65,19.51,0.01
27.47,26.65,-0.20
23.06,26.66,-0.19
11.14,23.06,-0.10
9.69,21.05,0.09
9.53,24.08,-0.07
18.84,22.65,0.10
45.22,22.92,-0.10
17.42,21.38,-0.03
25.17,26.42,-0.20
17.51,26.43,-0.22
22.70,26.69,-0.18
21.76,26.28,-0.12
10.78,23.72,0.01
10.41,23.46,0.05
9.48,21.02,0.07
8.46,20.60,0.21
18.69,20.78,-0.05
35.61,26.31,-0.18
9.29,25.42,0.05
22.00,26.35,-0.14
17.40,26.33,-0.07
15.82,20.32,0.10
10.22,21.89,0.12
8.44,26.08,0.16
9.71,20.00,0.08
9.50,19.56,0.16
20.07,26.36,-0.19
16.62,20.34,0.09
10.75,23.79,0.02
8.43,22.75,-0.07
17.60,20.96,0.10
10.57,21.65,0.03
8.07,20.82,0.16
10.52,26.39,0.16
10.31,25.07,-0.06
12.10,26.15,-0.08
23.82,26.64,-0.15
10.78,23.80,-0.08
16.21,20.22,0.13
10.43,23.31,0.06
9.68,23.72,-0.06
10.40,24.52,-0.13
25.12,26.82,-0.19
16.73,23.55,-0.09
10.11,26.87,-0.03
27.30,26.34,-0.20
45.20,16.13,0.16
23.92,26.55,-0.20
15.65,26.78,-0.11
44.36,15.63,0.22
8.77,26.95,0.01
8.86,23.70,-0.04
32.55,26.88,-0.19
44.49,27.45,-0.20
44.74,18.89,0.14
10.00,25.20,0.08
9.49,21.31,0.06
17.86,26.68,-0.08
28.78,26.68,-0.17
44.03,27.40,-0.18
14.28,26.24,-0.10
13.54,26.67,-0.12
44.33,18.56,0.15
16.78,24.94,-0.12
11.66,22.90,-0.04
8.12,20.29,0.19
10.74,24.05,-0.01
16.61,25.11,-0.14
10.26,21.03,0.07
10.90,23.74,-0.04
9.76,19.52,0.20
11.10,22.88,-0.04
36.06,26.30,-0.16
17.67,24.89,-0.20
16.21,21.12,0.12
17.09,24.55,-0.13
40.85,26.37,-0.18
9.42,21.02,0.10
16.24,21.57,0.06
39.64,26.52,-0.21
24.72,26.79,-0.18
15.40,26.21,-0.20
8.59,24.12,0.10
13.76,26.60,0.00
10.53,22.87,-0.07
16.31,23.74,-0.13
16.29,21.72,-0.00
37.03,26.24,-0.19
10.75,24.04,0.08
16.02,20.01,0.20
10.28,22.02,-0.01
15.14,26.19,-0.22
36.14,26.65,-0.16
17.07,26.26,-0.09
45.39,25.80,-0.16
10.73,23.80,0.02
17.31,26.83,-0.09
19.90,26.28,-0.18
9.18,20.40,0.08
45.34,18.55,0.09
10.82,23.82,-0.04
16.08,20.40,0.15
44.53,26.36,-0.18
25.02,26.52,-0.14
8.76,20.50,0.12
9.70,21.06,0.09
8.14,23.61,-0.09
10.77,23.82,-0.07
10.56,23.96,0.05
8.34,24.24,0.08
8.64,23.74,-0.07
42.82,26.40,-0.19
10.05,19.45,0.08
30.47,26.80,-0.16
10.49,24.91,-0.11
8.56,20.76,0.21
31.15,26.28,-0.17
38.45,26.28,-0.20
8.03,24.18,0.02
16.83,24.84,-0.15
19.67,26.62,-0.08
7.56,23.47,-0.02
16.42,25.57,-0.09
10.82,26.31,-0.01
45.00,17.29,0.15
10.45,22.97,0.04
9.41,22.96,-0.04
8.82,23.02,-0.02
9.86,24.07,-0.09
10.50,23.19,-0.06
14.99,26.62,-0.04
16.38,26.72,-0.16
12.12,26.17,-0.08
18.13,22.76,-0.04
10.58,23.93,0.02
45.24,15.83,0.16
16.38,22.45,-0.02
17.57,21.10,0.08
45.28,23.31,-0.10
10.28,26.53,0.04
34.73,26.36,-0.21
10.78,23.97,0.00
11.94,26.10,-0.08
45.23,19.70,0.05
45.47,20.05,0.01
26.79,26.23,-0.10
8.48,20.28,0.20
45.33,18.65,0.09
12.30,26.19,-0.10
9.41,21.28,0.08
18.02,24.35,-0.11
44.36,17.92,0.18
35.45,26.81,-0.17
45.54,25.97,-0.22
16.64,26.58,-0.09
17.85,20.85,0.21
16.25,26.63,-0.17
10.05,19.17,0.19
45.67,24.17,-0.12
11.75,26.20,-0.07
16.55,19.78,0.26
17.29,20.76,0.01
17.19,24.57,-0.19
35.31,26.86,-0.17
9.50,22.91,-0.01
15.96,21.74,-0.05
17.14,24.56,-0.10
34.22,26.82,-0.16
9.02,22.95,0.00
17.03,22.17,-0.04
11.72,22.79,-0.09
45.31,18.18,0.16
44.88,27.39,-0.21
16.58,24.31,-0.15
9.72,19.93,0.09
10.32,25.11,0.03
17.66,23.43,-0.04
16.19,19.98,0.25
7.80,23.43,0.01
18.81,21.57,0.06
22.27,26.42,-0.20
9.04,23.99,0.01
9.81,19.58,0.08
16.39,23.92,-0.16
10.62,23.99,0.05
19.98,26.32,-0.19
22.75,26.57,-0.12
16.78,23.13,-0.06
9.84,24.23,-0.03
10.79,23.94,0.02
43.95,26.41,-0.17
16.33,19.92,0.23
9.29,25.44,0.05
10.34,22.96,-0.05
9.56,22.84,-0.00
21.31,26.65,-0.11
17.21,20.85,0.05
18.06,20.83,0.19
8.23,23.16,-0.06
12.69,26.55,0.02
8.82,20.57,0.16
26.27,26.25,-0.16
16.49,25.76,-0.08
15.47,26.25,-0.03
16.39,26.27,-0.18
34.00,26.31,-0.17
45.13,18.01,0.14
10.69,23.77,-0.03
44.32,16.55,0.22
10.74,23.78,-0.03
8.62,20.57,0.11
9.77,19.46,0.15
17.28,24.50,-0.18
45.18,22.15,-0.05
16.36,24.46,-0.23
20.86,26.66,-0.11
21.26,26.81,-0.17
45.32,23.90,-0.12
10.14,21.88,-0.01
30.02,26.36,-0.20
8.09,24.21,0.09
26.60,26.21,-0.12
10.48,22.36,-0.00
16.99,24.55,-0.18
16.83,24.57,-0.08
16.38,20.23,0.13
18.02,26.48,-0.20
9.62,21.69,0.06
21.58,26.77,-0.18
16.64,26.47,-0.15
8.80,21.01,0.12
10.84,26.31,-0.02
22.95,26.65,-0.16
44.34,15.81,0.17
45.36,25.68,-0.17
10.34,23.01,-0.04
21.66,26.36,-0.14
16.82,26.14,-0.20
10.74,24.02,0.04
16.02,26.63,-0.02
17.28,21.06,-0.01
16.14,20.54,0.11
16.80,26.47,-0.19
44.35,17.96,0.19
10.35,23.54,-0.07
8.71,20.98,0.14
13.04,26.56,0.03
9.83,26.93,-0.02
9.36,20.53,0.07
26.89,26.71,-0.06
10.33,22.34,0.09
16.33,23.91,-0.19
18.93,26.40,-0.11
8.97,25.91,0.17
20.77,26.26,-0.13
17.75,24.40,-0.10
17.99,22.74,-0.03
17.17,24.60,-0.12
11.19,26.26,-0.04
10.16,20.08,0.07
32.03,26.83,-0.17
16.39,23.38,-0.10
17.09,26.67,-0.05
22.15,26.37,-0.15
10.17,24.61,0.03
9.64,20.30,0.11
27.09,26.33,-0.14
43.73,26.38,-0.18
10.40,23.38,-0.03
10.32,26.87,-0.06
17.40,24.40,-0.12
10.68,24.04,0.09
9.38,20.13,0.17
10.78,23.96,0.01
16.82,26.02,-0.22
12.69,26.69,-0.13
18.81,22.70,0.10
17.98,24.26,-0.15
45.53,24.61,-0.19
10.63,23.96,0.07
13.21,26.65,0.01
16.41,24.67,-0.22
18.42,21.72,0.10
23.60,26.28,-0.15
18.95,21.23,0.13
17.93,22.74,-0.01
9.72,19.29,0.20
9.82,24.16,-0.05
17.70,24.61,-0.17
28.46,26.32,-0.21
12.98,26.16,-0.13
28.38,26.69,-0.20
44.36,17.86,0.19
15.57,26.66,-0.02
11.84,26.55,-0.01
28.31,26.71,-0.20
10.77,23.95,0.03
16.83,22.69,-0.05
18.14,26.46,-0.16
44.20,18.48,0.16
9.49,21.29,0.06
35.46,26.32,-0.14
16.58,25.62,-0.16
10.69,24.03,0.05
10.60,24.46,-0.06
22.89,26.60,-0.12
28.02,26.30,-0.18
10.74,24.04,0.00
8.86,24.11,-0.01
9.85,21.89,0.08
18.52,21.65,0.11
25.62,26.62,-0.21
35.04,26.82,-0.18
9.76,21.06,0.24
9.41,20.54,0.09
10.81,23.74,-0.03
16.46,26.62,-0.17
16.78,23.17,-0.06
45.57,26.59,-0.20
23.86,26.50,-0.19
18.25,26.65,-0.10
10.29,26.86,-0.03
30.80,26.36,-0.17
38.80,26.24,-0.21
9.92,18.99,0.19
17.04,26.17,-0.21
34.80,26.35,-0.20
10.66,23.59,-0.08
45.58,20.89,-0.07
8.75,20.59,0.20
10.39,23.02,0.10
17.19,24.56,-0.12
24.99,26.80,-0.18
8.76,20.33,0.08
16.04,21.91,0.01
8.39,23.17,-0.09
9.23,25.55,0.04
9.30,20.59,0.07
29.70,26.41,-0.20
45.39,26.88,-0.20
10.08,26.59,0.01
35.53,26.32,-0.15
8.06,26.55,0.11
10.57,23.98,0.05
22.51,26.39,-0.17
23.44,26.41,-0.15
10.42,26.66,-0.10
10.63,23.98,0.06
19.49,26.38,-0.22
8.96,20.57,0.10
45.21,21.99,-0.02
33.10,26.33,-0.16
26.45,26.75,-0.11
45.13,17.95,0.13
17.60,26.12,-0.07
8.04,23.37,-0.09
10.02,24.79,-0.10
8.29,24.22,0.08
17.70,25.08,0.06
18.25,20.74,0.09
17.45,26.25,-0.07
13.97,26.12,-0.21
24.09,26.26,-0.14
33.17,26.89,-0.18
20.02,26.35,-0.19
35.30,26.33,-0.15
44.66,18.73,0.15
9.43,25.38,-0.09
14.09,26.24,-0.10
44.72,26.48,-0.17
10.71,23.80,-0.04
8.52,20.66,0.20
9.84,21.11,0.08
28.36,26.31,-0.19
16.57,25.33,-0.17
9.79,19.54,0.21
16.34,23.10,-0.08
22.37,26.41,-0.19
13.21,26.27,-0.10
18.65,20.95,0.09
10.70,24.01,-0.02
45.08,19.21,0.10
8.50,26.06,0.16
23.73,26.66,-0.19
16.26,20.17,0.14
29.85,26.82,-0.16
9.65,22.97,0.00
16.28,23.59,-0.12
13.34,26.65,-0.14
13.20,25.98,-0.15
16.35,22.84,-0.07
17.24,20.48,-0.02
33.51,26.33,-0.20
22.23,26.40,-0.17
22.45,26.40,-0.18
10.27,21.78,-0.02
13.68,26.60,-0.01
9.33,20.67,0.15
10.46,25.71,-0.09
16.20,26.83,-0.17
16.91,26.38,-0.12
16.79,25.20,-0.25
25.00,26.20,-0.17
10.03,21.23,0.25
45.59,22.17,-0.05
24.79,26.79,-0.18
19.37,26.39,-0.19
25.41,26.81,-0.18
19.59,26.36,-0.17
9.86,23.00,-0.01
18.80,22.48,0.19
17.88,22.69,-0.01
20.49,26.31,-0.17
14.90,26.62,-0.13
9.37,20.59,0.08
44.50,26.36,-0.17
12.20,26.20,-0.10
8.92,22.94,-0.01
14.56,26.10,-0.21
17.17,26.65,-0.06
44.99,17.32,0.15
17.72,24.58,-0.17
22.57,26.59,-0.15
30.05,26.83,-0.15
9.81,21.04,0.08
17.04,24.70,-0.11
18.94,21.33,0.09
9.99,21.12,0.23
9.27,20.58,0.07
23.12,26.55,-0.16
10.17,26.86,-0.02
16.72,24.43,-0.15
37.28,26.51,-0.16
17.79,25.56,-0.07
33.44,26.98,-0.14
9.18,23.73,-0.02
41.75,26.75,-0.18
14.49,26.10,-0.21
7.79,23.88,-0.00
10.11,21.80,0.00
29.15,26.35,-0.20
9.50,20.37,0.10
9.68,23.71,-0.04
10.37,22.85,0.09
29.56,26.78,-0.14
11.72,22.87,-0.05
10.73,24.07,-0.00
16.51,20.14,0.15
8.78,24.11,0.03
45.62,19.40,0.03
17.05,24.50,-0.13
37.21,26.28,-0.19
9.76,22.08,0.00
10.55,22.60,-0.02
16.05,20.26,0.12
10.50,24.77,-0.05
16.92,26.46,-0.17
10.71,24.03,0.03
20.43,26.32,-0.17
10.67,23.87,0.12
10.67,21.41,0.03
35.89,26.29,-0.11
14.93,26.62,-0.04
40.08,26.59,-0.19
14.36,26.62,-0.10
20.25,26.86,-0.16
10.18,26.62,0.03
37.31,26.31,-0.20
10.33,25.04,-0.06
10.67,23.76,-0.01
36.02,26.67,-0.17
45.58,24.98,-0.17
11.04,26.33,-0.02
14.50,26.21,-0.09
35.52,26.81,-0.17
45.62,25.53,-0.18
16.76,24.97,-0.23
45.58,22.10,-0.10
10.31,23.71,-0.09
7.95,26.79,0.09
10.44,23.83,-0.01
8.56,20.88,0.21
41.06,26.67,-0.22
11.37,26.29,-0.04
20.02,26.86,-0.14
8.15,20.02,0.21
43.00,26.39,-0.17
9.34,25.65,0.06
43.83,27.39,-0.20
8.40,24.21,0.11
7.98,23.09,0.02
10.97,26.73,-0.05
44.33,16.38,0.22
22.95,26.59,-0.12
38.07,26.25,-0.16
10.75,23.95,0.03
10.52,24.70,-0.05
16.47,20.15,0.15
45.58,26.00,-0.20
9.71,20.18,0.09
10.22,25.31,-0.07
17.68,24.44,-0.12
29.68,26.80,-0.15
8.94,20.06,0.20
13.79,26.17,-0.17
10.73,24.03,0.02
16.03,26.43,-0.00
10.71,24.01,0.05
24.44,26.57,-0.18
45.18,22.22,-0.04
8.95,20.07,0.20
17.33,24.46,-0.13
16.61,19.77,0.25
21.36,26.39,-0.15
10.36,24.02,-0.09
16.80,20.68,0.12
10.25,22.33,-0.04
10.00,25.78,-0.09
9.60,20.33,0.13
32.63,26.87,-0.20
9.59,22.95,0.00
9.85,21.84,0.11
9.15,21.09,0.09
9.78,21.00,0.08
10.75,23.97,0.00
10.95,22.86,-0.03
13.23,25.99,-0.15
30.93,26.81,-0.21
45.31,24.27,-0.11
16.78,23.97,-0.14
16.16,22.18,-0.02
37.28,26.28,-0.19
16.19,22.63,-0.07
38.30,26.50,-0.17
16.69,24.50,-0.15
16.76,19.84,0.21
16.99,20.05,0.15
9.47,19.58,0.20
9.81,23.85,-0.02
27.96,26.30,-0.18
17.00,22.31,-0.06
17.91,22.77,-0.02
17.67,24.72,-0.22
10.56,22.74,-0.03
41.70,26.74,-0.17
16.37,23.19,-0.08
40.99,26.36,-0.21
8.43,20.29,0.20
24.73,26.57,-0.17
9.94,25.84,-0.08
17.84,26.90,-0.11
44.77,18.93,0.16
16.24,22.90,-0.07
24.86,26.79,-0.18
17.77,24.36,-0.05
9.88,23.93,-0.11
10.72,23.79,-0.04
9.78,21.06,0.07
22.14,26.73,-0.19
34.46,26.82,-0.18
18.51,20.62,0.14
44.39,15.36,0.22
25.54,26.52,-0.18
23.37,26.43,-0.16
10.33,22.39,0.08
45.33,20.97,0.00
21.86,26.28,-0.10
16.31,24.09,-0.19
10.72,24.01,0.04
8.18,24.20,0.07
9.83,24.28,-0.03
45.25,26.05,-0.19
40.65,26.39,-0.18
18.30,21.74,0.04
29.41,26.32,-0.20
8.94,21.12,0.12
30.60,26.81,-0.18
10.39,24.85,0.11
16.77,23.22,-0.07
9.68,26.66,-0.05
45.66,23.19,-0.10
10.67,23.94,0.03
9.92,19.63,0.24
10.06,26.56,-0.00
9.71,20.17,0.09
10.72,24.05,-0.00
26.89,26.33,-0.12
7.93,26.16,0.13
43.60,26.38,-0.18
10.33,26.86,-0.04
10.50,22.97,-0.05
10.63,23.99,0.05
