real_g01,imag_g01,real_g02,imag_g02,real_g03,imag_g03
9.945673942565917969e-01,9.968343973159790039e-01,9.945491552352905273e-01,9.966421723365783691e-01,9.952133893966674805e-01,9.965310096740722656e-01
9.948130846023559570e-01,1.001153588294982910e+00,9.968352317810058594e-01,1.001421689987182617e+00,9.973497390747070312e-01,1.000888586044311523e+00
9.939513802528381348e-01,9.973416328430175781e-01,9.933849573135375977e-01,9.961927533149719238e-01,9.930498600006103516e-01,9.978691339492797852e-01
9.960033297538757324e-01,9.980698823928833008e-01,9.936037659645080566e-01,9.967566728591918945e-01,9.947881698608398438e-01,9.993629455566406250e-01
9.985563755035400391e-01,1.009616136550903320e+00,1.000525951385498047e+00,1.011034846305847168e+00,1.000785589218139648e+00,1.009724020957946777e+00
1.000331640243530273e+00,1.012666702270507812e+00,9.999487400054931641e-01,1.013852596282958984e+00,1.002017617225646973e+00,1.012671947479248047e+00
1.000271439552307129e+00,9.995411634445190430e-01,1.002016067504882812e+00,9.993605613708496094e-01,1.003545284271240234e+00,9.984761476516723633e-01
9.986225962638854980e-01,9.982303380966186523e-01,1.001456379890441895e+00,9.980559349060058594e-01,1.001595377922058105e+00,9.986281991004943848e-01
1.012397527694702148e+00,9.973127841949462891e-01,1.009648084640502930e+00,9.973850250244140625e-01,1.011289834976196289e+00,9.982617497444152832e-01
1.013694643974304199e+00,9.950609803199768066e-01,1.010247111320495605e+00,9.948960542678833008e-01,1.012650489807128906e+00,9.957168102264404297e-01
1.003072977066040039e+00,9.960711598396301270e-01,1.001229524612426758e+00,9.958649873733520508e-01,1.002906560897827148e+00,9.961266517639160156e-01
1.002302408218383789e+00,9.983605146408081055e-01,1.002754926681518555e+00,9.972466230392456055e-01,1.003916740417480469e+00,9.980275034904479980e-01
1.026569128036499023e+00,1.000374078750610352e+00,1.023015618324279785e+00,1.000358581542968750e+00,1.025323390960693359e+00,1.002035498619079590e+00
1.025261163711547852e+00,1.002521872520446777e+00,1.024284482002258301e+00,1.003547072410583496e+00,1.026874423027038574e+00,1.003795504570007324e+00
1.004251718521118164e+00,9.992296695709228516e-01,1.002450108528137207e+00,9.984320402145385742e-01,1.001575231552124023e+00,1.001588702201843262e+00
1.001446247100830078e+00,1.002982139587402344e+00,1.000381231307983398e+00,1.001901149749755859e+00,9.996410608291625977e-01,1.004436731338500977e+00
9.822283387184143066e-01,1.004115104675292969e+00,9.854619503021240234e-01,1.003908634185791016e+00,9.853081703186035156e-01,1.003318071365356445e+00
9.807065725326538086e-01,1.009394288063049316e+00,9.843988418579101562e-01,1.008819699287414551e+00,9.849810600280761719e-01,1.007619619369506836e+00
9.990110397338867188e-01,9.988735914230346680e-01,1.000760555267333984e+00,9.975375533103942871e-01,1.001694679260253906e+00,9.984636306762695312e-01
9.990058541297912598e-01,9.964342713356018066e-01,9.996733069419860840e-01,9.976780414581298828e-01,1.001907110214233398e+00,9.960331916809082031e-01
9.901286959648132324e-01,9.944106340408325195e-01,9.906809926033020020e-01,9.935310482978820801e-01,9.917372465133666992e-01,9.937628507614135742e-01
9.911784529685974121e-01,9.946821928024291992e-01,9.914122223854064941e-01,9.940750002861022949e-01,9.935122728347778320e-01,9.946056604385375977e-01
1.010198831558227539e+00,1.009525775909423828e+00,1.010246992111206055e+00,1.008800268173217773e+00,1.011650800704956055e+00,1.010286092758178711e+00
1.008881449699401855e+00,1.011236786842346191e+00,1.008521080017089844e+00,1.009653091430664062e+00,1.009864568710327148e+00,1.011379599571228027e+00
9.907925128936767578e-01,1.002815485000610352e+00,9.915104508399963379e-01,1.002213835716247559e+00,9.910534620285034180e-01,1.001847863197326660e+00
9.900605678558349609e-01,1.003479838371276855e+00,9.923995733261108398e-01,1.002234339714050293e+00,9.915245771408081055e-01,1.002058744430541992e+00
9.940603971481323242e-01,9.997273683547973633e-01,9.946937561035156250e-01,9.994100332260131836e-01,9.950900673866271973e-01,1.000291109085083008e+00
9.934056997299194336e-01,9.974504709243774414e-01,9.936553239822387695e-01,9.953999519348144531e-01,9.929845333099365234e-01,9.987899661064147949e-01
1.000066041946411133e+00,1.006998419761657715e+00,1.001616001129150391e+00,1.006323456764221191e+00,1.000235319137573242e+00,1.007860183715820312e+00
1.001597523689270020e+00,1.007554054260253906e+00,1.003925323486328125e+00,1.006698608398437500e+00,1.003693461418151855e+00,1.006632328033447266e+00
1.006967067718505859e+00,9.970148801803588867e-01,1.007006883621215820e+00,9.960316419601440430e-01,1.006748914718627930e+00,9.969637989997863770e-01
1.006256580352783203e+00,1.000352025032043457e+00,1.008612155914306641e+00,9.987974166870117188e-01,1.009602546691894531e+00,9.987987279891967773e-01
1.005073428153991699e+00,1.013157844543457031e+00,1.008325576782226562e+00,1.013309121131896973e+00,1.008807897567749023e+00,1.010757803916931152e+00
1.005985498428344727e+00,1.012170553207397461e+00,1.007283329963684082e+00,1.012177467346191406e+00,1.009356021881103516e+00,1.011288523674011230e+00
1.008464217185974121e+00,1.003614664077758789e+00,1.008072137832641602e+00,1.004132986068725586e+00,1.010162115097045898e+00,1.004131317138671875e+00
1.008489489555358887e+00,1.006660938262939453e+00,1.008075475692749023e+00,1.006357669830322266e+00,1.010939359664916992e+00,1.005852699279785156e+00
9.984430670738220215e-01,9.919887185096740723e-01,9.996910691261291504e-01,9.917550086975097656e-01,1.002173423767089844e+00,9.918193817138671875e-01
1.000497102737426758e+00,9.943544864654541016e-01,1.001016378402709961e+00,9.945461750030517578e-01,1.004230737686157227e+00,9.945622682571411133e-01
9.987059235572814941e-01,1.011353492736816406e+00,1.001077890396118164e+00,1.008717656135559082e+00,9.995720386505126953e-01,1.010806322097778320e+00
9.990539550781250000e-01,1.008792757987976074e+00,9.991784691810607910e-01,1.007420301437377930e+00,9.970047473907470703e-01,1.009774446487426758e+00
9.935256242752075195e-01,9.895713329315185547e-01,9.943888187408447266e-01,9.878517389297485352e-01,9.931206107139587402e-01,9.891008138656616211e-01
9.930818080902099609e-01,9.893953800201416016e-01,9.931986331939697266e-01,9.884152412414550781e-01,9.910172224044799805e-01,9.889556169509887695e-01
1.005066156387329102e+00,1.003805637359619141e+00,1.003176927566528320e+00,1.002643823623657227e+00,1.003964185714721680e+00,1.004273056983947754e+00
1.005301833152770996e+00,1.002209067344665527e+00,1.003617882728576660e+00,1.001961946487426758e+00,1.004641056060791016e+00,1.002773642539978027e+00
9.940240383148193359e-01,1.005412697792053223e+00,9.928362369537353516e-01,1.003705024719238281e+00,9.935098290443420410e-01,1.005685925483703613e+00
9.920358061790466309e-01,1.002762675285339355e+00,9.921281337738037109e-01,1.001730680465698242e+00,9.919385313987731934e-01,1.002910375595092773e+00
9.980887174606323242e-01,1.001356601715087891e+00,1.000968456268310547e+00,1.001324415206909180e+00,1.001076698303222656e+00,9.996514320373535156e-01
9.985301494598388672e-01,1.000070810317993164e+00,1.001763343811035156e+00,1.000113010406494141e+00,1.001310944557189941e+00,9.997308254241943359e-01
1.003323316574096680e+00,1.011518955230712891e+00,1.005145907402038574e+00,1.012414336204528809e+00,1.005586385726928711e+00,1.012329697608947754e+00
1.005289912223815918e+00,1.014491677284240723e+00,1.004633665084838867e+00,1.015918135643005371e+00,1.006888389587402344e+00,1.015070438385009766e+00
9.995929002761840820e-01,9.967819452285766602e-01,9.974497556686401367e-01,9.959192276000976562e-01,9.963744282722473145e-01,9.990406036376953125e-01
1.000636816024780273e+00,9.980940818786621094e-01,9.993670582771301270e-01,9.970265626907348633e-01,9.998972415924072266e-01,9.987138509750366211e-01
1.001023769378662109e+00,1.002722978591918945e+00,9.999384880065917969e-01,1.004525303840637207e+00,1.002086043357849121e+00,1.003340959548950195e+00
1.003453135490417480e+00,1.002304196357727051e+00,1.000429868698120117e+00,1.003375053405761719e+00,1.002305507659912109e+00,1.003327369689941406e+00
1.019222974777221680e+00,9.956741333007812500e-01,1.018489599227905273e+00,9.950296878814697266e-01,1.019502878189086914e+00,9.959360361099243164e-01
1.017798185348510742e+00,9.938441514968872070e-01,1.017311215400695801e+00,9.936022162437438965e-01,1.018708467483520508e+00,9.936340451240539551e-01
1.009199380874633789e+00,1.015624761581420898e+00,1.009307503700256348e+00,1.015241384506225586e+00,1.011719822883605957e+00,1.016088247299194336e+00
1.009751558303833008e+00,1.013952493667602539e+00,1.008705615997314453e+00,1.013543128967285156e+00,1.011159658432006836e+00,1.013670802116394043e+00
1.016899824142456055e+00,1.003574609756469727e+00,1.017858743667602539e+00,1.004242300987243652e+00,1.020825266838073730e+00,1.002825736999511719e+00
1.016007900238037109e+00,1.002393722534179688e+00,1.017246723175048828e+00,1.001814723014831543e+00,1.018713355064392090e+00,1.002793550491333008e+00
9.827135205268859863e-01,1.001772642135620117e+00,9.843909740447998047e-01,1.000954270362854004e+00,9.836860895156860352e-01,1.001795053482055664e+00
9.858480691909790039e-01,1.005214452743530273e+00,9.883305430412292480e-01,1.005244731903076172e+00,9.890463948249816895e-01,1.004536032676696777e+00
9.978394508361816406e-01,9.963433742523193359e-01,9.988330602645874023e-01,9.962409734725952148e-01,1.000506639480590820e+00,9.959327578544616699e-01
9.986399412155151367e-01,9.980957508087158203e-01,9.987093210220336914e-01,9.976982474327087402e-01,1.000031471252441406e+00,9.981856346130371094e-01
9.948694109916687012e-01,9.949702024459838867e-01,9.948472976684570312e-01,9.945787787437438965e-01,9.963055849075317383e-01,9.960027933120727539e-01
9.977394342422485352e-01,9.980956912040710449e-01,9.976897835731506348e-01,9.984609484672546387e-01,9.996951818466186523e-01,9.986137747764587402e-01
1.013443350791931152e+00,1.004990339279174805e+00,1.016427278518676758e+00,1.004111766815185547e+00,1.015930652618408203e+00,1.004805564880371094e+00
1.013314962387084961e+00,1.004395246505737305e+00,1.013656616210937500e+00,1.004066824913024902e+00,1.013875961303710938e+00,1.005061268806457520e+00
9.837728142738342285e-01,1.003697514533996582e+00,9.853749871253967285e-01,1.002433419227600098e+00,9.852176904678344727e-01,1.002708911895751953e+00
9.825240373611450195e-01,1.003867983818054199e+00,9.858423471450805664e-01,1.002751111984252930e+00,9.854629039764404297e-01,1.002619624137878418e+00
9.859045743942260742e-01,9.956727027893066406e-01,9.880189895629882812e-01,9.946653842926025391e-01,9.849740862846374512e-01,9.950004220008850098e-01
9.893196225166320801e-01,9.959785938262939453e-01,9.918060302734375000e-01,9.958212375640869141e-01,9.907921552658081055e-01,9.952352046966552734e-01
1.001424074172973633e+00,9.984308481216430664e-01,1.003092169761657715e+00,9.973720312118530273e-01,1.003649234771728516e+00,9.978542327880859375e-01
9.998033046722412109e-01,9.975057244300842285e-01,1.001551628112792969e+00,9.968708753585815430e-01,9.995934963226318359e-01,9.978569149971008301e-01
1.002799749374389648e+00,9.986355900764465332e-01,1.002219200134277344e+00,9.979666471481323242e-01,1.002653479576110840e+00,9.986062049865722656e-01
1.001501798629760742e+00,9.996276497840881348e-01,1.002253890037536621e+00,9.992082118988037109e-01,1.002827286720275879e+00,9.998319149017333984e-01
1.011812925338745117e+00,9.947676658630371094e-01,1.008979082107543945e+00,9.934799671173095703e-01,1.010060787200927734e+00,9.954894185066223145e-01
1.009408354759216309e+00,9.933828115463256836e-01,1.006667375564575195e+00,9.918889403343200684e-01,1.006883621215820312e+00,9.939954876899719238e-01
1.007086992263793945e+00,1.012823820114135742e+00,1.007673859596252441e+00,1.012704491615295410e+00,1.009887933731079102e+00,1.011987328529357910e+00
1.007210254669189453e+00,1.012111902236938477e+00,1.009562969207763672e+00,1.012654781341552734e+00,1.010036230087280273e+00,1.010806679725646973e+00
1.008737802505493164e+00,1.001858830451965332e+00,1.006800889968872070e+00,1.002382397651672363e+00,1.009763479232788086e+00,1.003316879272460938e+00
1.008392810821533203e+00,1.003513693809509277e+00,1.006862044334411621e+00,1.003313779830932617e+00,1.009382009506225586e+00,1.004482626914978027e+00
1.005477190017700195e+00,1.001531124114990234e+00,1.004690766334533691e+00,1.001301765441894531e+00,1.006568431854248047e+00,1.002350807189941406e+00
1.006129741668701172e+00,9.990662932395935059e-01,1.003658413887023926e+00,9.978719353675842285e-01,1.005981922149658203e+00,9.995067119598388672e-01
1.006752014160156250e+00,9.973894953727722168e-01,1.008371114730834961e+00,9.957032203674316406e-01,1.009547472000122070e+00,9.965868592262268066e-01
1.004983186721801758e+00,9.943085312843322754e-01,1.005452275276184082e+00,9.931763410568237305e-01,1.007188320159912109e+00,9.940131902694702148e-01
1.014315366744995117e+00,1.005597949028015137e+00,1.014261841773986816e+00,1.005046725273132324e+00,1.015879392623901367e+00,1.005474090576171875e+00
1.015163660049438477e+00,1.004842758178710938e+00,1.015628337860107422e+00,1.004636526107788086e+00,1.016891360282897949e+00,1.005348086357116699e+00
1.001477360725402832e+00,1.002923965454101562e+00,1.003217697143554688e+00,1.000439167022705078e+00,1.003995776176452637e+00,1.002064704895019531e+00
1.000873446464538574e+00,9.992110729217529297e-01,1.001939058303833008e+00,9.982761144638061523e-01,1.002999067306518555e+00,9.990792274475097656e-01
9.896689057350158691e-01,9.959225654602050781e-01,9.884643554687500000e-01,9.938068389892578125e-01,9.875106811523437500e-01,9.955459833145141602e-01
9.882571697235107422e-01,9.933381080627441406e-01,9.869035482406616211e-01,9.914551377296447754e-01,9.858525991439819336e-01,9.926785230636596680e-01
1.010861158370971680e+00,1.008966207504272461e+00,1.008345842361450195e+00,1.010205745697021484e+00,1.011250734329223633e+00,1.009397745132446289e+00
1.010627031326293945e+00,1.010495901107788086e+00,1.009341001510620117e+00,1.011879682540893555e+00,1.011745452880859375e+00,1.011483550071716309e+00
9.999616146087646484e-01,1.004252672195434570e+00,1.000379920005798340e+00,1.003186464309692383e+00,1.001219034194946289e+00,1.003688812255859375e+00
1.000190377235412598e+00,1.004201292991638184e+00,1.002216339111328125e+00,1.005575418472290039e+00,1.003500819206237793e+00,1.003753662109375000e+00
9.798993468284606934e-01,9.954508543014526367e-01,9.810253381729125977e-01,9.928773641586303711e-01,9.809365868568420410e-01,9.942126870155334473e-01
9.807958006858825684e-01,9.936132431030273438e-01,9.820770025253295898e-01,9.922877550125122070e-01,9.825984239578247070e-01,9.928861856460571289e-01
1.011121869087219238e+00,1.008251309394836426e+00,1.012520551681518555e+00,1.007104277610778809e+00,1.012261629104614258e+00,1.008488297462463379e+00
1.012762308120727539e+00,1.010026931762695312e+00,1.014083147048950195e+00,1.008490800857543945e+00,1.015484690666198730e+00,1.009773850440979004e+00
9.958482980728149414e-01,1.001432895660400391e+00,9.995315074920654297e-01,1.000861525535583496e+00,9.986730813980102539e-01,1.001712322235107422e+00
9.957152605056762695e-01,1.003159284591674805e+00,9.985874295234680176e-01,1.002513289451599121e+00,9.986088275909423828e-01,1.003018260002136230e+00
9.971261024475097656e-01,9.829329848289489746e-01,9.931662082672119141e-01,9.816213846206665039e-01,9.935054183006286621e-01,9.845552444458007812e-01
9.945991039276123047e-01,9.823679327964782715e-01,9.918714165687561035e-01,9.821667671203613281e-01,9.918929338455200195e-01,9.837479591369628906e-01
9.964263439178466797e-01,1.006422400474548340e+00,9.981442689895629883e-01,1.006762504577636719e+00,9.996061325073242188e-01,1.005165815353393555e+00
9.958457946777343750e-01,1.008025527000427246e+00,9.974426031112670898e-01,1.008394837379455566e+00,9.987151622772216797e-01,1.007383465766906738e+00
1.003291964530944824e+00,1.006562232971191406e+00,1.006206274032592773e+00,1.006365776062011719e+00,1.006704449653625488e+00,1.006302714347839355e+00
1.006350874900817871e+00,1.004931211471557617e+00,1.007280111312866211e+00,1.004744768142700195e+00,1.008546829223632812e+00,1.004711866378784180e+00
9.988540410995483398e-01,1.009587049484252930e+00,9.999604225158691406e-01,1.009489297866821289e+00,1.000997066497802734e+00,1.009284257888793945e+00
9.978888034820556641e-01,1.005258560180664062e+00,9.991452693939208984e-01,1.005325555801391602e+00,9.993650913238525391e-01,1.005389690399169922e+00
1.001983880996704102e+00,9.983355998992919922e-01,1.002253770828247070e+00,9.978097081184387207e-01,1.003755211830139160e+00,9.978346228599548340e-01
1.001551032066345215e+00,9.960316419601440430e-01,1.001153349876403809e+00,9.949175119400024414e-01,1.001828670501708984e+00,9.962877035140991211e-01
9.849752783775329590e-01,1.001394033432006836e+00,9.858931303024291992e-01,1.001351594924926758e+00,9.856300950050354004e-01,1.001648902893066406e+00
9.867551326751708984e-01,1.002079486846923828e+00,9.860186576843261719e-01,1.002065181732177734e+00,9.881038665771484375e-01,1.001855611801147461e+00
9.999653100967407227e-01,9.956696033477783203e-01,1.001844525337219238e+00,9.964489340782165527e-01,1.002580404281616211e+00,9.951682090759277344e-01
1.001589179039001465e+00,9.944233894348144531e-01,1.003095507621765137e+00,9.945594072341918945e-01,1.003703236579895020e+00,9.935745000839233398e-01
1.007290720939636230e+00,1.004777431488037109e+00,1.003961563110351562e+00,1.004039764404296875e+00,1.005514144897460938e+00,1.005444049835205078e+00
1.006176471710205078e+00,1.001764774322509766e+00,1.004795551300048828e+00,1.002067446708679199e+00,1.006605029106140137e+00,1.002521514892578125e+00
1.006296157836914062e+00,1.007469177246093750e+00,1.005672931671142578e+00,1.008387565612792969e+00,1.007229447364807129e+00,1.008009314537048340e+00
