real_g01,imag_g01,real_g02,imag_g02,real_g03,imag_g03
9.961280226707458496e-01,1.003673791885375977e+00,9.943990707397460938e-01,1.004551529884338379e+00,9.937270879745483398e-01,1.003926992416381836e+00
9.971842765808105469e-01,1.002567291259765625e+00,9.977339506149291992e-01,1.001881241798400879e+00,9.980592131614685059e-01,1.002729415893554688e+00
1.015341997146606445e+00,1.004373073577880859e+00,1.015868663787841797e+00,1.004105567932128906e+00,1.016361236572265625e+00,1.004539847373962402e+00
1.015351295471191406e+00,1.003006815910339355e+00,1.016206026077270508e+00,1.002794384956359863e+00,1.016585588455200195e+00,1.003311395645141602e+00
1.025013923645019531e+00,1.003118038177490234e+00,1.026186704635620117e+00,1.002791047096252441e+00,1.026710867881774902e+00,1.002791047096252441e+00
1.024622917175292969e+00,1.002169370651245117e+00,1.025900125503540039e+00,1.001858353614807129e+00,1.026542663574218750e+00,1.001901507377624512e+00
9.891308546066284180e-01,9.977533817291259766e-01,9.900212287902832031e-01,9.974224567413330078e-01,9.905846118927001953e-01,9.984363317489624023e-01
9.912184476852416992e-01,9.983485937118530273e-01,9.922024011611938477e-01,9.982245564460754395e-01,9.925857782363891602e-01,9.986112117767333984e-01
1.004351735115051270e+00,9.959017634391784668e-01,1.005276679992675781e+00,9.957690238952636719e-01,1.006008028984069824e+00,9.963164329528808594e-01
1.004922866821289062e+00,9.947671294212341309e-01,1.005963802337646484e+00,9.944428205490112305e-01,1.006314396858215332e+00,9.954953193664550781e-01
1.001971006393432617e+00,9.986541271209716797e-01,1.002858638763427734e+00,9.985325336456298828e-01,1.003406405448913574e+00,9.990593194961547852e-01
1.000501990318298340e+00,9.997792840003967285e-01,1.001226425170898438e+00,9.995887279510498047e-01,1.001556873321533203e+00,1.000268936157226562e+00
1.010198116302490234e+00,1.002421140670776367e+00,1.011260747909545898e+00,1.001952767372131348e+00,1.011412382125854492e+00,1.002823948860168457e+00
1.010175704956054688e+00,1.000292181968688965e+00,1.011116266250610352e+00,1.000319004058837891e+00,1.011810421943664551e+00,1.000346660614013672e+00
9.930763244628906250e-01,9.978401660919189453e-01,9.942498803138732910e-01,9.968419671058654785e-01,9.946641921997070312e-01,9.984571337699890137e-01
9.925864338874816895e-01,9.995239973068237305e-01,9.938074350357055664e-01,9.984794259071350098e-01,9.940963983535766602e-01,1.000041484832763672e+00
1.022359132766723633e+00,1.005883693695068359e+00,1.023306965827941895e+00,1.005634665489196777e+00,1.023804664611816406e+00,1.006297349929809570e+00
1.022425055503845215e+00,1.007957577705383301e+00,1.023518323898315430e+00,1.007655978202819824e+00,1.024251341819763184e+00,1.008430957794189453e+00
9.932004809379577637e-01,9.932208061218261719e-01,9.940569400787353516e-01,9.929366111755371094e-01,9.947444200515747070e-01,9.935420751571655273e-01
9.920648336410522461e-01,9.965173602104187012e-01,9.933277964591979980e-01,9.962622523307800293e-01,9.940609335899353027e-01,9.963975548744201660e-01
9.866234064102172852e-01,1.002943277359008789e+00,9.866895675659179688e-01,1.003304719924926758e+00,9.868372082710266113e-01,1.003556728363037109e+00
9.879447221755981445e-01,1.001601576805114746e+00,9.890186786651611328e-01,1.001708984375000000e+00,9.895795583724975586e-01,1.002134561538696289e+00
9.704675078392028809e-01,9.954311847686767578e-01,9.710173606872558594e-01,9.946683049201965332e-01,9.712601900100708008e-01,9.958926439285278320e-01
9.683963656425476074e-01,9.982550144195556641e-01,9.662893414497375488e-01,9.993151426315307617e-01,9.647637605667114258e-01,9.986201524734497070e-01
1.016950845718383789e+00,1.003628134727478027e+00,1.017676591873168945e+00,1.003489494323730469e+00,1.018526792526245117e+00,1.003853321075439453e+00
1.017684459686279297e+00,1.002827882766723633e+00,1.018642783164978027e+00,1.002245783805847168e+00,1.019298553466796875e+00,1.003129363059997559e+00
9.846251010894775391e-01,9.963685870170593262e-01,9.840489625930786133e-01,9.964296221733093262e-01,9.840002059936523438e-01,9.967311620712280273e-01
9.833441972732543945e-01,9.956526756286621094e-01,9.845247268676757812e-01,9.953730106353759766e-01,9.846579432487487793e-01,9.962990283966064453e-01
9.835040569305419922e-01,9.993064403533935547e-01,9.845603704452514648e-01,9.988667964935302734e-01,9.850079417228698730e-01,9.995704293251037598e-01
9.855889081954956055e-01,9.988986849784851074e-01,9.864066839218139648e-01,9.990805983543395996e-01,9.869540333747863770e-01,9.999137520790100098e-01
9.900355339050292969e-01,1.001833677291870117e+00,9.910383224487304688e-01,1.001723289489746094e+00,9.912043809890747070e-01,1.002415180206298828e+00
9.886872768402099609e-01,9.998515844345092773e-01,9.892770051956176758e-01,9.996442794799804688e-01,9.898750185966491699e-01,1.000452399253845215e+00
1.002629637718200684e+00,1.000040054321289062e+00,1.003951549530029297e+00,1.000055789947509766e+00,1.004632949829101562e+00,1.000017404556274414e+00
1.002279281616210938e+00,1.001636385917663574e+00,1.003564834594726562e+00,1.001811742782592773e+00,1.004316687583923340e+00,1.001612305641174316e+00
9.901849627494812012e-01,9.937911033630371094e-01,9.913859963417053223e-01,9.934554100036621094e-01,9.914572238922119141e-01,9.944271445274353027e-01
9.892140626907348633e-01,9.960952997207641602e-01,9.902805089950561523e-01,9.957575798034667969e-01,9.904732704162597656e-01,9.965025186538696289e-01
9.929884672164916992e-01,9.979979991912841797e-01,9.937887191772460938e-01,9.979976415634155273e-01,9.947651624679565430e-01,9.987940192222595215e-01
9.915212988853454590e-01,9.988952875137329102e-01,9.922722578048706055e-01,9.989372491836547852e-01,9.928634762763977051e-01,9.994676113128662109e-01
9.886585474014282227e-01,9.998977184295654297e-01,9.894845485687255859e-01,9.999357461929321289e-01,9.902420043945312500e-01,1.000485897064208984e+00
9.894436001777648926e-01,1.001290321350097656e+00,9.901565313339233398e-01,1.001212120056152344e+00,9.901620149612426758e-01,1.001467466354370117e+00
9.993686676025390625e-01,1.002759456634521484e+00,9.995161294937133789e-01,1.002946853637695312e+00,9.995564222335815430e-01,1.003330707550048828e+00
1.000590085983276367e+00,1.000830888748168945e+00,1.001210689544677734e+00,1.000175952911376953e+00,1.001577854156494141e+00,1.001060009002685547e+00
1.024396657943725586e+00,1.000375270843505859e+00,1.025072813034057617e+00,1.000256538391113281e+00,1.026165008544921875e+00,1.000923633575439453e+00
1.025740385055541992e+00,9.993886947631835938e-01,1.026848196983337402e+00,9.986315369606018066e-01,1.027384996414184570e+00,9.996901154518127441e-01
9.984418749809265137e-01,9.960472583770751953e-01,9.996591806411743164e-01,9.950792193412780762e-01,1.000089645385742188e+00,9.965161681175231934e-01
9.990931749343872070e-01,9.972789287567138672e-01,1.000382781028747559e+00,9.963532686233520508e-01,1.000878572463989258e+00,9.977180957794189453e-01
1.041406035423278809e+00,1.004829168319702148e+00,1.042344331741333008e+00,1.003792166709899902e+00,1.042871832847595215e+00,1.004535913467407227e+00
1.040734291076660156e+00,1.006741046905517578e+00,1.041753888130187988e+00,1.005968928337097168e+00,1.042664051055908203e+00,1.006107807159423828e+00
1.002304315567016602e+00,1.005635261535644531e+00,1.004688620567321777e+00,1.003661274909973145e+00,1.007532596588134766e+00,1.004073858261108398e+00
1.001963973045349121e+00,1.007982134819030762e+00,1.003750801086425781e+00,1.006309151649475098e+00,1.006565093994140625e+00,1.006747841835021973e+00
9.743567705154418945e-01,9.970303773880004883e-01,9.755379557609558105e-01,9.965265393257141113e-01,9.760742187500000000e-01,9.972095489501953125e-01
9.742159843444824219e-01,9.985167384147644043e-01,9.735143184661865234e-01,9.982911348342895508e-01,9.736038446426391602e-01,9.989700317382812500e-01
1.001025676727294922e+00,9.982597827911376953e-01,1.001578807830810547e+00,9.980784654617309570e-01,1.001921772956848145e+00,9.985764622688293457e-01
1.002431869506835938e+00,9.979383945465087891e-01,1.003322482109069824e+00,9.978116154670715332e-01,1.003532767295837402e+00,9.981793165206909180e-01
9.789508581161499023e-01,9.937747716903686523e-01,9.799192547798156738e-01,9.940495491027832031e-01,9.806882739067077637e-01,9.947878122329711914e-01
9.801010489463806152e-01,9.945306181907653809e-01,9.808878898620605469e-01,9.945554733276367188e-01,9.813625216484069824e-01,9.950010776519775391e-01
1.009720325469970703e+00,1.004083633422851562e+00,1.010503292083740234e+00,1.004579067230224609e+00,1.011414408683776855e+00,1.004692792892456055e+00
1.008206486701965332e+00,1.006045579910278320e+00,1.008749961853027344e+00,1.005476593971252441e+00,1.009261369705200195e+00,1.006002783775329590e+00
9.783676862716674805e-01,9.959429502487182617e-01,9.794738888740539551e-01,9.959810972213745117e-01,9.801458716392517090e-01,9.961899518966674805e-01
9.805833101272583008e-01,9.960756301879882812e-01,9.808033704757690430e-01,9.963119029998779297e-01,9.808895587921142578e-01,9.966572523117065430e-01
9.962650537490844727e-01,1.001370191574096680e+00,9.967423677444458008e-01,1.001216650009155273e+00,9.974653720855712891e-01,1.001804590225219727e+00
9.942255616188049316e-01,1.003394603729248047e+00,9.949050545692443848e-01,1.001999378204345703e+00,9.969389438629150391e-01,1.003575801849365234e+00
9.901247024536132812e-01,9.978450536727905273e-01,9.910736083984375000e-01,9.975354671478271484e-01,9.916642904281616211e-01,9.984381198883056641e-01
9.899458289146423340e-01,9.989352226257324219e-01,9.909492135047912598e-01,9.987941980361938477e-01,9.914920330047607422e-01,9.997744560241699219e-01
9.979960918426513672e-01,9.994498491287231445e-01,9.989444017410278320e-01,9.990296363830566406e-01,9.995329380035400391e-01,9.998943805694580078e-01
9.979943037033081055e-01,1.001977443695068359e+00,9.967566728591918945e-01,1.002500414848327637e+00,9.964835047721862793e-01,1.002001047134399414e+00
1.000710725784301758e+00,1.009055256843566895e+00,9.985901117324829102e-01,1.010182261466979980e+00,9.969046115875244141e-01,1.008974075317382812e+00
1.001984119415283203e+00,1.008692145347595215e+00,1.000002264976501465e+00,1.009862422943115234e+00,9.988909959793090820e-01,1.008682370185852051e+00
9.956579208374023438e-01,9.967851042747497559e-01,9.970239400863647461e-01,9.961104393005371094e-01,9.976617097854614258e-01,9.973840713500976562e-01
9.955729246139526367e-01,9.982790350914001465e-01,9.962498545646667480e-01,9.984306693077087402e-01,9.965977668762207031e-01,9.987062215805053711e-01
9.989598989486694336e-01,9.995815753936767578e-01,1.000055432319641113e+00,9.991342425346374512e-01,1.000757455825805664e+00,9.994784593582153320e-01
9.990876913070678711e-01,9.998136758804321289e-01,1.000192165374755859e+00,9.998567104339599609e-01,1.000972747802734375e+00,9.998835325241088867e-01
9.901172518730163574e-01,9.991009235382080078e-01,9.911918044090270996e-01,9.992475509643554688e-01,9.915323257446289062e-01,1.000011563301086426e+00
9.917277097702026367e-01,9.999293088912963867e-01,9.934269189834594727e-01,9.980800151824951172e-01,9.951512813568115234e-01,9.992953538894653320e-01
9.943147301673889160e-01,9.944209456443786621e-01,9.955487251281738281e-01,9.945452213287353516e-01,9.959968328475952148e-01,9.945653676986694336e-01
9.943456649780273438e-01,9.944014549255371094e-01,9.952651858329772949e-01,9.937389492988586426e-01,9.957546591758728027e-01,9.948540925979614258e-01
1.015977144241333008e+00,1.000828623771667480e+00,1.016453862190246582e+00,1.000435948371887207e+00,1.016902685165405273e+00,1.001016259193420410e+00
1.016649007797241211e+00,9.994018077850341797e-01,1.017995595932006836e+00,9.992252588272094727e-01,1.018648147583007812e+00,9.993515014648437500e-01
9.921789169311523438e-01,9.965335726737976074e-01,9.932405948638916016e-01,9.968811273574829102e-01,9.938995838165283203e-01,9.972595572471618652e-01
9.933451414108276367e-01,9.956738948822021484e-01,9.944926500320434570e-01,9.951633214950561523e-01,9.946806430816650391e-01,9.959968924522399902e-01
9.966499805450439453e-01,1.001405000686645508e+00,9.968968629837036133e-01,1.001644849777221680e+00,9.968078136444091797e-01,1.001809597015380859e+00
9.947491884231567383e-01,1.001062631607055664e+00,9.960348606109619141e-01,1.000374317169189453e+00,9.959709644317626953e-01,1.001254439353942871e+00
1.001273393630981445e+00,1.004412412643432617e+00,1.002247333526611328e+00,1.003914713859558105e+00,1.002472519874572754e+00,1.004792451858520508e+00
1.000984668731689453e+00,1.004356861114501953e+00,1.002142429351806641e+00,1.004023432731628418e+00,1.002787828445434570e+00,1.004288673400878906e+00
1.000006079673767090e+00,1.004225015640258789e+00,1.002167344093322754e+00,1.002209305763244629e+00,1.005551934242248535e+00,1.002275228500366211e+00
1.000704050064086914e+00,9.995296597480773926e-01,1.001648068428039551e+00,9.993693828582763672e-01,1.002315402030944824e+00,1.000227928161621094e+00
9.937646985054016113e-01,9.998057484626770020e-01,9.951472282409667969e-01,9.995179772377014160e-01,9.959632158279418945e-01,9.997369050979614258e-01
9.938511848449707031e-01,9.981491565704345703e-01,9.950177669525146484e-01,9.975260496139526367e-01,9.956503510475158691e-01,9.983921051025390625e-01
1.027770519256591797e+00,1.003310680389404297e+00,1.029003500938415527e+00,1.002767562866210938e+00,1.029347062110900879e+00,1.003636240959167480e+00
1.029240608215332031e+00,1.001908421516418457e+00,1.030368089675903320e+00,1.001592636108398438e+00,1.030797958374023438e+00,1.002296924591064453e+00
1.017726302146911621e+00,1.005273580551147461e+00,1.018309593200683594e+00,1.005351781845092773e+00,1.018460392951965332e+00,1.005380868911743164e+00
1.019721150398254395e+00,1.004270076751708984e+00,1.020486831665039062e+00,1.004175066947937012e+00,1.020536541938781738e+00,1.004344940185546875e+00
1.023270726203918457e+00,1.008040666580200195e+00,1.022229909896850586e+00,1.008390665054321289e+00,1.022390842437744141e+00,1.007986664772033691e+00
1.024098157882690430e+00,1.006400108337402344e+00,1.023724675178527832e+00,1.006671190261840820e+00,1.023942470550537109e+00,1.006549596786499023e+00
9.694238901138305664e-01,9.975939989089965820e-01,9.702669978141784668e-01,9.972087740898132324e-01,9.708874225616455078e-01,9.986595511436462402e-01
9.696825742721557617e-01,9.976391196250915527e-01,9.704822301864624023e-01,9.969160556793212891e-01,9.706766605377197266e-01,9.981743097305297852e-01
9.967340826988220215e-01,9.977942705154418945e-01,9.980351328849792480e-01,9.975009560585021973e-01,9.985538721084594727e-01,9.976066946983337402e-01
9.946097731590270996e-01,9.994125366210937500e-01,9.955729842185974121e-01,9.991047382354736328e-01,9.961585998535156250e-01,1.000314950942993164e+00
9.956817626953125000e-01,9.985273480415344238e-01,9.966328144073486328e-01,9.985405206680297852e-01,9.980943202972412109e-01,9.982635378837585449e-01
9.941701889038085938e-01,1.000556588172912598e+00,9.953917860984802246e-01,1.000328660011291504e+00,9.961063265800476074e-01,1.000775337219238281e+00
1.012974977493286133e+00,1.003467082977294922e+00,1.014058351516723633e+00,1.002733588218688965e+00,1.014251470565795898e+00,1.003527522087097168e+00
1.012388706207275391e+00,1.002757072448730469e+00,1.013164520263671875e+00,1.002545237541198730e+00,1.013799428939819336e+00,1.002995610237121582e+00
9.693983793258666992e-01,9.950606822967529297e-01,9.707938432693481445e-01,9.952294826507568359e-01,9.714089632034301758e-01,9.953956007957458496e-01
9.712826609611511230e-01,9.947304725646972656e-01,9.719572067260742188e-01,9.944856762886047363e-01,9.719171524047851562e-01,9.954051971435546875e-01
9.780034422874450684e-01,9.936920404434204102e-01,9.795032143592834473e-01,9.933663606643676758e-01,9.801399111747741699e-01,9.936306476593017578e-01
9.779635071754455566e-01,9.946889877319335938e-01,9.790123701095581055e-01,9.949807524681091309e-01,9.794607162475585938e-01,9.951851963996887207e-01
9.984286427497863770e-01,1.000494837760925293e+00,9.993669390678405762e-01,1.000408053398132324e+00,9.996855258941650391e-01,1.000810742378234863e+00
9.983417391777038574e-01,9.979694485664367676e-01,9.994154572486877441e-01,9.980106353759765625e-01,9.998825788497924805e-01,9.986382126808166504e-01
9.964388608932495117e-01,1.000138998031616211e+00,9.972884654998779297e-01,9.998961687088012695e-01,9.978747367858886719e-01,1.000747919082641602e+00
9.983024001121520996e-01,9.999451637268066406e-01,9.992339015007019043e-01,9.998422265052795410e-01,9.998696446418762207e-01,1.000617861747741699e+00
1.004900217056274414e+00,9.972543716430664062e-01,1.005827307701110840e+00,9.971459507942199707e-01,1.006630659103393555e+00,9.980408549308776855e-01
1.006800174713134766e+00,9.964421987533569336e-01,1.007793784141540527e+00,9.963013529777526855e-01,1.008498668670654297e+00,9.970715045928955078e-01
1.009052276611328125e+00,1.006961107254028320e+00,1.009992003440856934e+00,1.006778597831726074e+00,1.009663462638854980e+00,1.006846070289611816e+00
1.011295080184936523e+00,1.005117654800415039e+00,1.012007117271423340e+00,1.005118727684020996e+00,1.011954903602600098e+00,1.005175590515136719e+00
1.003824234008789062e+00,1.001067638397216797e+00,1.004759788513183594e+00,1.001065850257873535e+00,1.005570411682128906e+00,1.001882314682006836e+00
1.005300998687744141e+00,1.001469373703002930e+00,1.006190538406372070e+00,1.001352190971374512e+00,1.006913900375366211e+00,1.002004384994506836e+00
9.990615844726562500e-01,1.001021385192871094e+00,9.999588131904602051e-01,1.001325249671936035e+00,1.000828027725219727e+00,1.001773953437805176e+00
1.000466108322143555e+00,1.000084638595581055e+00,1.001368403434753418e+00,9.997743368148803711e-01,1.001924633979797363e+00,1.000438332557678223e+00
1.008533954620361328e+00,1.001454949378967285e+00,1.008067965507507324e+00,1.001648783683776855e+00,1.008185386657714844e+00,1.001783370971679688e+00
1.010714054107666016e+00,9.989036917686462402e-01,1.011823534965515137e+00,9.986938238143920898e-01,1.012184858322143555e+00,9.989089369773864746e-01
1.015019655227661133e+00,1.004746317863464355e+00,1.016186475753784180e+00,1.004380702972412109e+00,1.016910433769226074e+00,1.004546523094177246e+00
1.016235113143920898e+00,1.004311203956604004e+00,1.017366766929626465e+00,1.003991007804870605e+00,1.018009185791015625e+00,1.004585385322570801e+00
9.995113611221313477e-01,1.005330324172973633e+00,9.999524950981140137e-01,1.005231618881225586e+00,1.000114798545837402e+00,1.005569934844970703e+00
1.003401875495910645e+00,1.002372980117797852e+00,1.004348278045654297e+00,1.002617001533508301e+00,1.005077838897705078e+00,1.002731084823608398e+00
9.871459007263183594e-01,9.937763810157775879e-01,9.883063435554504395e-01,9.941562414169311523e-01,9.890130758285522461e-01,9.947693943977355957e-01
9.884628057479858398e-01,9.928314685821533203e-01,9.896930456161499023e-01,9.923138022422790527e-01,9.899438619613647461e-01,9.932348728179931641e-01
1.020424723625183105e+00,1.001789450645446777e+00,1.021531581878662109e+00,1.001048207283020020e+00,1.021996140480041504e+00,1.001412630081176758e+00
1.020940303802490234e+00,1.003487110137939453e+00,1.022176384925842285e+00,1.003065109252929688e+00,1.022952198982238770e+00,1.003167152404785156e+00
9.962707757949829102e-01,9.976748824119567871e-01,9.974207878112792969e-01,9.970522522926330566e-01,9.979484081268310547e-01,9.980939030647277832e-01
9.958704710006713867e-01,9.989509582519531250e-01,9.970673322677612305e-01,9.983501434326171875e-01,9.973192811012268066e-01,9.992612600326538086e-01
9.789302349090576172e-01,9.931418895721435547e-01,9.796632528305053711e-01,9.930990934371948242e-01,9.802893400192260742e-01,9.933724403381347656e-01
9.811799526214599609e-01,9.914708733558654785e-01,9.820898771286010742e-01,9.916185140609741211e-01,9.826158881187438965e-01,9.916806221008300781e-01
1.004985094070434570e+00,1.006525993347167969e+00,1.006103396415710449e+00,1.006718873977661133e+00,1.006783843040466309e+00,1.006633758544921875e+00
1.005678415298461914e+00,1.007414579391479492e+00,1.006554007530212402e+00,1.007836937904357910e+00,1.006910562515258789e+00,1.008184432983398438e+00
9.939773082733154297e-01,9.998131990432739258e-01,9.948211312294006348e-01,9.996910691261291504e-01,9.952060580253601074e-01,1.000555157661437988e+00
9.925284385681152344e-01,1.000347256660461426e+00,9.933546781539916992e-01,1.000369310379028320e+00,9.936668872833251953e-01,1.000307798385620117e+00
1.004169225692749023e+00,9.943146109580993652e-01,1.005140781402587891e+00,9.941138625144958496e-01,1.005977034568786621e+00,9.948783516883850098e-01
1.004772067070007324e+00,9.943494796752929688e-01,1.005784273147583008e+00,9.941744804382324219e-01,1.006620168685913086e+00,9.947507977485656738e-01
9.873167276382446289e-01,9.982923269271850586e-01,9.881697297096252441e-01,9.979757070541381836e-01,9.885612130165100098e-01,9.987829327583312988e-01
9.884746074676513672e-01,9.986140131950378418e-01,9.888200163841247559e-01,9.986912012100219727e-01,9.890408515930175781e-01,9.988844990730285645e-01
1.013608217239379883e+00,1.003684282302856445e+00,1.012260556221008301e+00,1.004305481910705566e+00,1.011709690093994141e+00,1.003719210624694824e+00
1.013854026794433594e+00,1.002963542938232422e+00,1.014746189117431641e+00,1.002313137054443359e+00,1.015039086341857910e+00,1.002944707870483398e+00
9.853770732879638672e-01,1.000824809074401855e+00,9.862796664237976074e-01,1.000473260879516602e+00,9.869433045387268066e-01,1.001678228378295898e+00
9.859892129898071289e-01,9.990907311439514160e-01,9.869669079780578613e-01,9.986957311630249023e-01,9.875587224960327148e-01,9.998204112052917480e-01
1.004878759384155273e+00,9.984475374221801758e-01,1.005755901336669922e+00,9.977310895919799805e-01,1.006291031837463379e+00,9.987115263938903809e-01
1.006295442581176758e+00,9.971270561218261719e-01,1.007159709930419922e+00,9.970775246620178223e-01,1.007244229316711426e+00,9.975693225860595703e-01
9.704111218452453613e-01,9.945107698440551758e-01,9.714004397392272949e-01,9.942800998687744141e-01,9.721953272819519043e-01,9.953771829605102539e-01
9.712471961975097656e-01,9.939090013504028320e-01,9.724373221397399902e-01,9.938572645187377930e-01,9.730817079544067383e-01,9.941973686218261719e-01
1.002798318862915039e+00,9.974023103713989258e-01,1.003842830657958984e+00,9.967062473297119141e-01,1.004177331924438477e+00,9.975566864013671875e-01
1.003986120223999023e+00,9.965776205062866211e-01,1.005337595939636230e+00,9.965177774429321289e-01,1.005772709846496582e+00,9.965126514434814453e-01
1.015241622924804688e+00,1.002730131149291992e+00,1.016409635543823242e+00,1.001672744750976562e+00,1.016839146614074707e+00,1.002724051475524902e+00
1.016764163970947266e+00,1.001447319984436035e+00,1.017725229263305664e+00,1.000538110733032227e+00,1.018289804458618164e+00,1.001599788665771484e+00
9.920275211334228516e-01,9.985115528106689453e-01,9.923254847526550293e-01,9.983675479888916016e-01,9.930428862571716309e-01,9.991523027420043945e-01
