feat_rssi_0,feat_rssi_1,feat_rssi_2,feat_rssi_3,feat_rssi_4,feat_rssi_5,feat_rssi_6,feat_rssi_7,feat_rssi_8,feat_rssi_9,feat_rssi_10,feat_rssi_11,feat_rssi_12,feat_rssi_13,feat_rssi_14,feat_rssi_15,feat_rssi_16,feat_rssi_17,feat_rssi_18,feat_rssi_19,feat_rssi_20,feat_rssi_21,feat_rssi_22,feat_rssi_23,feat_rssi_24,feat_rssi_25,feat_rssi_26,feat_rssi_27,feat_rssi_28,feat_rssi_29,feat_rssi_30,feat_rssi_31,feat_rssi_32,feat_rssi_33,feat_rssi_34,feat_rssi_35,feat_rssi_36,feat_rssi_37,feat_rssi_38,feat_rssi_39,feat_rssi_40,feat_rssi_41,feat_rssi_42,feat_rssi_43,feat_rssi_44,feat_rssi_45,feat_rssi_46,feat_rssi_47
-36.56957042317267,-15.826704418465262,-36.50332467369872,-36.59794489602739,-16.836074167036983,-36.59961669947577,-36.95662880315081,-36.92566686025578,-15.709453811462046,-36.6844320851568,-15.606014544458795,-36.37969631023688,-15.70489563076681,-16.25784965252141,-36.36048331181513,-36.49381502276591,-55.019295567446626,-55.92643293731642,-55.931385651094025,-56.051860837008405,-56.58838534147834,-56.31304897364735,-56.07867918844801,-56.42635691600666,-47.83986945708765,-66.7215970422223,-45.75578846982158,-65.65654710925429,-66.11301571606253,-66.41403660636517,-67.28879413354352,-65.47704255012927,-46.33795722851194,-46.4260483252129,-25.75064519688887,-46.50056908622996,-46.49408147086233,-46.38481041404542,-26.96232846204682,-46.670917212753864,-51.00604071637641,-31.555897356827227,-31.53923526654022,-31.513376042844612,-50.767591182316174,-50.82574688568664,-51.118508564967726,-50.90025942512276
-31.756500807184768,-31.805263112674623,-31.89284443373493,-11.606634902795196,-31.99440532548365,-31.826025072445198,-31.985542033077476,-32.106630644212785,-7.97770266652701,-27.225661785697064,-27.339592737506493,-6.352789755150528,-7.866907339076576,-7.783159892552966,-27.140699503496236,-7.83775593995289,-51.468268558955145,-51.355738771067976,-52.25233811255251,-32.86550391886652,-52.52269950916574,-32.426460164695825,-52.6856016795407,-52.636266192128346,-54.48392595141625,-33.68227318116402,-54.22906442732775,-35.07924391132076,-54.19948881421259,-34.699679549669554,-54.85676250974946,-54.8835735307653,-38.13114559905624,-57.43338916255588,-38.38999700491006,-37.10935547962415,-37.646506574078714,-38.03474442157169,-57.806439947929775,-37.181467235265195,-47.32732195076565,-47.51298481628722,-48.13712532782923,-27.371622589074693,-26.453995999246736,-27.467116599263242,-48.00804243140959,-28.74831825501269
-29.585682663280647,-50.23983769306531,-30.708851039537596,-50.27513593401993,-30.297285507829553,-50.63522650707503,-30.71002733120926,-50.48028843711363,-49.988191647501154,-49.764504423238904,-49.747917730180255,-49.527591798668176,-49.86210346888424,-50.034359713247596,-49.63535375397167,-49.92870059497237,-17.355257426254784,-16.427600813677284,-37.03987842928749,-16.09070048286857,-36.89967124968834,-17.69224329255127,-37.2575190974913,-17.835007234215382,-36.32544476230721,-36.276861638116856,-37.0198038092206,-37.23092333006173,-17.089630682465703,-21.265661542202047,-17.681169751764962,-37.59800604110603,-37.439145076661774,-38.946308688559164,-57.98802381251167,-58.79949831143477,-58.94318426643817,-58.47970815508887,-59.04973194124007,-40.411250761940394,-24.152891141477543,-24.266226662157038,-44.332642137619274,-44.143687563269616,-44.0236786334395,-44.56965004973719,-24.10627160089109,-24.469393088405237
-26.13643674588058,-47.02787791427632,-47.39174566770399,-47.32411075101364,-47.33327327544771,-47.55623103145693,-26.701504701482165,-27.156288284178622,-46.250202749484245,-46.34776161712399,-46.0861981751066,-26.443641848405,-26.95571773558934,-46.627586820316196,-45.998174505783965,-46.067978298306414,-19.3201680104119,-18.97683425537416,-18.814127592079686,-18.78934776371983,-39.14638111112387,-39.49254934526125,-39.38061761098541,-39.50727650697496,-41.97465339059563,-21.887008330828944,-41.98828828206865,-21.458585925106867,-21.251175604870557,-20.71554987828204,-42.35009397640036,-21.269555793041725,-54.086446774733695,-54.24961162743938,-54.79408995858208,-54.956904837476245,-54.5477873380013,-34.76435887505066,-55.339714524030995,-35.453233073887645,-50.71838485579228,-31.227040236160974,-30.70019853668947,-51.04077220985269,-51.02738336962879,-51.0927852845651,-29.248638302678124,-50.308045742338834
-55.074053221061675,-35.881879844538105,-55.96617842696268,-57.037005969261514,-57.10727029122856,-57.362453189339384,-57.02348583794105,-57.51100715826781,-56.52538551822178,-53.346181509167245,-53.527654321325215,-56.99177632745836,-55.267094200292675,-56.7891031153028,-35.066933336144075,-55.50292965169455,-45.44260605179985,-25.28678339408197,-25.342340752318336,-45.5909808723661,-25.047948179328547,-45.831729746724825,-26.512982686355386,-46.199521039101654,-37.479031488760306,-17.73239039031868,-37.506179811561644,-37.50270840787658,-37.50793302068159,-18.110028433541324,-37.80327981002054,-16.848239559377593,-22.226706442508938,-42.58965662616208,-42.69542841197628,-42.62965772230868,-42.569167442849206,-42.698290605850815,-22.283191683183958,-43.04765754272614,-41.82668527571412,-22.20972600425238,-41.83075392116211,-41.828198292066,-41.878398304490645,-42.1045105447157,-41.788093117566675,-21.686370744755436
-54.382821036572665,-54.681109875871556,-54.65041808179638,-35.26614815928234,-55.58061133705127,-55.50885382746348,-56.27019466778115,-56.0708771805584,-39.09928833043327,-58.14467805895434,-58.398330055445015,-37.12410069038559,-56.96334071782041,-34.80039321352662,-35.446806271864745,-55.76451517598423,-44.1288910139144,-44.105077649905404,-44.1195958253897,-44.258115564219295,-44.06894288499393,-44.38444516500635,-44.26066594366354,-44.681044488846666,-32.231337536111766,-52.5854111121384,-33.468476156967256,-52.98274629959775,-52.63987312836879,-52.42473829549442,-52.35936911359623,-53.42954419945335,-37.41566404487979,-17.740339579894723,-37.470037999726465,-17.35094344465837,-37.78812992311725,-37.56944785976912,-37.85354572835278,-37.70993059035442,-41.43674168959639,-41.263959728268645,-41.19771838800632,-20.906226814140943,-20.302297879834995,-21.22189462590262,-41.16769667802906,-41.18455076796283
-28.817910473522907,-49.43193005039682,-31.083819220988786,-49.48750993536532,-49.67679871368173,-49.890537373586206,-31.49854005218813,-50.28752310695819,-29.074857490871064,-48.67340214078068,-48.70204386178035,-29.195475501877574,-48.688446668660774,-48.78090242035992,-48.56749143636466,-29.50143563679792,-41.35648777491993,-41.45722353216533,-41.50842011583629,-22.107657901702325,-41.6811348736146,-41.545625722131575,-22.496017526048163,-41.59371472137234,-40.906909942140146,-40.83981682196807,-40.5822605115721,-40.71033178036012,-40.861874435093114,-19.80763875893613,-40.513962610812264,-40.42598498983943,-45.94771971339517,-25.239089037611983,-46.362837772284735,-47.09766855952764,-47.38191303534286,-47.95603319877145,-49.26183068678549,-48.97603506446572,-36.597649609357696,-36.606653681828334,-36.86153677898184,-17.172662630124066,-16.222831331910136,-36.90504535187074,-17.363276118497584,-36.592239456195806
-59.16793425109802,-59.37242351469998,-59.57740802443511,-59.151855139123825,-39.882498625743985,-59.432897189945294,-39.6700998862983,-59.288629414020335,-59.08325660976806,-59.116240270426694,-59.4646909338283,-59.35310754829466,-59.84903667062815,-40.093723090070235,-39.570211063830556,-59.21867583427817,-34.857796621296814,-15.146694124827357,-35.12347903572318,-15.592969622185889,-34.916801687502264,-16.60723162203013,-35.05596957497455,-35.04521114575702,-21.401395486355234,-42.00509049028028,-41.60415541954512,-41.42166263702013,-41.608186090700954,-41.878229573413634,-41.799286885555574,-41.48834218570315,-52.74283430269691,-34.70927125501218,-54.94840066533,-55.50580159996911,-35.41714852253991,-34.71020474013606,-35.12945600846708,-56.14970120919236,-32.61535523128308,-35.749376597548206,-36.545110315466445,-35.5784637927139,-55.00996012694266,-55.15221473489231,-55.11023805375377,-54.315570189379685
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-56.036366036112085,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-54.20603518411383,-17.86945742958591,-17.096870745561027,-38.45589558933909,-38.38319663811789,-38.089453265299696,-38.251500452895954,-18.097818967727225,-18.954493369274893,-14.445644551475649,-13.519823158350363,-14.064193647093754,-13.215202625113342,-12.67973338029461,-14.10425759110511,-33.48585616298166,-33.784907288501024,-100.0,-100.0,-100.0,-61.4420078619131,-62.13944515682718,-62.674980800449866,-43.982440172467044,-64.91353328445398,-100.0,-100.0,-100.0,-30.280411840487883,-49.813387044841434,-28.322645334607497,-48.87742935820191,-49.591686525809
-47.537844776221974,-47.522026720493415,-47.76063548566721,-47.6458000031017,-47.742794720961825,-47.818006162357285,-47.892533304560565,-47.79671463256871,-44.52863402344059,-44.60564546332114,-24.080119372453726,-25.428642657354263,-44.53582239574974,-44.617129324281464,-44.784855473156725,-44.58120436157303,-31.750967038929797,-11.09927519100622,-31.764091784200605,-31.810698863847687,-31.973044107941103,-31.837239351038654,-31.95996033204686,-31.948397407113372,-10.011928053689749,-30.29432919429894,-11.154255147001697,-30.41904273539724,-9.97511374705569,-30.03778789115861,-30.245172530059676,-30.45743686195252,-27.496510927485662,-45.11684930803641,-25.167670490405506,-45.32658221119825,-25.831985186013263,-24.93637604418368,-25.14204972368242,-25.820737749371606,-27.227171468676787,-27.475259695039774,-27.948829170556383,-26.916515522766396,-26.086367190945552,-26.68796172632822,-27.531090032852823,-46.70427363751316
-100.0,-39.504408648735954,-60.34803287665965,-60.781368775147094,-40.973160128880664,-61.236937503560085,-61.3687866352971,-42.2761383992838,-100.0,-55.770751109314276,-55.22446686222121,-58.17001179083341,-55.23513133399558,-53.709378166241834,-57.03035605391668,-34.39218742784315,-33.39645271461275,-33.656153346316614,-13.095978289870276,-33.31049594637199,-13.093755557272281,-14.468310542156397,-13.505587362821121,-34.293095492502324,-32.74688803682142,-32.86343135284868,-12.80738627270937,-32.705981646383535,-13.173858557620324,-32.98199428081647,-13.409414036843497,-32.985944548907746,-28.185397918375624,-49.073023045441204,-48.699764568226,-28.875784255433867,-48.66854829923422,-48.61891283988513,-48.95557617633129,-48.99592127960774,-32.51913950993209,-52.60183773709982,-32.15117742371038,-52.55933401456726,-52.39312616988659,-52.085993243749414,-52.62388399040741,-52.340565899927824
-100.0,-100.0,-100.0,-100.0,-100.0,-60.88754499411537,-61.80197860904447,-41.75458516834808,-100.0,-100.0,-100.0,-100.0,-100.0,-30.30461610522633,-50.7571795206249,-50.46803030316937,-31.489502055646696,-31.628595419553424,-11.348309414041777,-31.56959942347823,-31.50247297902559,-11.25740117748679,-31.626951590095747,-31.735808636326585,-37.07911712526736,-36.93800779744531,-37.13095429390827,-16.07033550886888,-37.028348103049574,-37.05407099649837,-37.2489474658008,-37.36682971956335,-29.51542986337497,-31.031949546936467,-50.16675897178664,-50.34918342835783,-30.455341626512453,-50.66239922232285,-30.658384320859142,-50.733061648603254,-50.04273660383905,-30.10255122758381,-29.613201712772362,-29.241467828630036,-49.805077334850424,-29.537159860357114,-31.10521472142525,-50.01690509501078
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-57.07714008976406,-58.53609852109472,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-59.47558913910217,-58.811319516546334,-25.72611875072131,-25.90497751498063,-5.806048237996965,-25.997752909172583,-6.0851780360248675,-25.911334550199022,-5.826892989301102,-25.995734190416155,-29.312516383845633,-28.50248850251966,-28.711217996435305,-28.931477329972623,-9.305341545946591,-8.383200481050272,-28.79953604123335,-7.802806978649145,-22.32579564969302,-42.519720628528994,-21.437122867508172,-23.051615555144927,-21.52828226572645,-42.91817222501234,-42.91145560318192,-23.417918639849805,-46.09673577598686,-24.891764937322023,-26.630396828267493,-45.33956341417902,-24.506184856643117,-45.694017913137984,-45.58527759794393,-25.1390487311888
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-35.59025155326802,-55.53889893339957,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-31.290701224379305,-30.406011222488956,-31.36202386414935,-31.213096045023434,-10.952071990388907,-31.286047107403483,-31.248820165976092,-31.344506936464715,-31.1130249750367,-31.36720488434934,-17.862894418420208,-18.03257569635031,-19.117970382819884,-38.94555105348723,-39.01422251024983,-18.890761778042688,-18.85696303987723,-39.11812895763664,-25.102241929910893,-44.20820300992169,-23.52782723222381,-44.84025245610857,-44.6054396742333,-45.028825418809895,-44.52954195702929,-45.06394546896867,-32.147456099415116,-31.410624245274896,-29.951353739416984,-32.18487331075245,-52.09268861817538,-30.86644720966448,-50.063667381880094,-30.755561725703615
-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.25600204598452,-68.61111466892145,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-49.26851301698675,-27.937661755867534,-8.598422206136654,-28.61076024530595,-7.920833026039452,-28.663618246142516,-28.7262674564873,-8.32064892091221,-8.48379181188928,-28.812672383188406,-7.235098366114921,-28.022475493023048,-28.03711190548193,-27.886800694665276,-28.206891863602944,-27.907625835904994,-7.7772579083167495,-28.365819653093354,-32.97599715307651,-53.594327112472875,-53.97013767765772,-53.906080330946864,-34.52123620857861,-55.2078634726049,-55.71200618086263,-34.81957692410213,-30.061143665484757,-30.185608577970456,-50.92196024853321,-30.617309236180745,-49.731097168189386,-50.131094686848606,-49.802150441943056,-49.651976774340895
-53.40506266479599,-53.28631103223407,-53.33887202627405,-53.26751223190683,-53.51474133497519,-53.6147050592684,-53.36753356598432,-42.26422505883533,-55.45086310860722,-55.4186050902025,-53.60775911031253,-36.203923578581794,-54.95310363161177,-55.17741240160682,-54.397852356545464,-39.437754927381555,-21.381627582196714,-40.19489382970623,-40.10564938586846,-19.634843707289168,-20.45763160057909,-41.13523102652121,-21.25475618909264,-41.87056678225641,-32.46236072710683,-12.253974796436166,-32.12892081473635,-32.501000887319606,-11.67759305829496,-33.040192979611774,-12.034997045958573,-33.3069922615184,-52.12266809646443,-52.01720559124844,-32.29955923528663,-32.433637546047805,-34.265214371553704,-53.222459153577375,-33.989599335077976,-33.370411370928174,-56.12322309937337,-56.879461551830694,-56.61340413537711,-56.356014354528014,-56.057627092663765,-55.737710794152726,-55.874716596345706,-55.30846488885156
-33.27812455759175,-53.541348131429096,-53.06574722577552,-33.75052761301757,-53.76075415003981,-53.882862485618894,-32.407413868243424,-54.04060376991027,-41.97247941332161,-61.75403078590469,-41.44438135049069,-41.12134132439567,-61.507433435516496,-62.561885347623374,-61.31891926647296,-61.07557794830048,-37.89634879234446,-37.9132279960887,-38.01786960926109,-38.36020242135278,-18.375353915597636,-18.06303626435913,-38.066576776767654,-38.14201112187191,-41.406806588569445,-21.739625175887674,-41.050298635988824,-21.53924020444656,-41.42426147932157,-41.202583366643864,-41.02357969008843,-40.81043844699007,-50.780703864867405,-51.0829371221218,-30.19781625767596,-51.17911973403655,-51.01431415844612,-51.103338712871356,-51.64785242615966,-31.54164125907689,-27.884148405579534,-48.520063658382284,-28.27387363314188,-48.497139084416446,-27.82055623699329,-48.685076548024526,-49.13389592622315,-48.658765792474696
-34.35411938269737,-53.80430586042965,-53.852905077509384,-34.96083492985214,-54.09666097656775,-33.66216294148884,-54.04691895237051,-54.739485816318386,-54.53349766702425,-35.524937796630134,-54.04285538072305,-34.29691000911886,-34.09523339606567,-54.50888197727443,-54.194109959790175,-54.102349021241636,-16.438056515180477,-37.617725698873656,-17.541276404622668,-37.72134558076446,-37.61127192451812,-18.593996324345202,-37.68754089428232,-17.41243871301306,-26.221538095056193,-26.23175516174529,-6.306095693432114,-26.393814522104975,-6.197162624486764,-26.12112593543392,-26.345131178529698,-6.22672728346342,-49.19572425201325,-30.76354840713421,-49.79752298707153,-50.03770813040467,-49.967606362716424,-29.934410194834427,-50.19694535645769,-50.01891438438829,-42.16226574300633,-42.134289938156684,-22.99122790015994,-42.20701532734338,-42.03075585402361,-42.13021079352792,-23.066184608108998,-28.03900264313231
-60.1042202189948,-41.36801526981444,-60.289727165873835,-40.88773642701162,-40.92084169758732,-61.39147628249268,-61.21956716589472,-41.72565445879556,-55.507964824531584,-53.66886168656535,-35.546882913887515,-54.237510205539586,-54.643305025115794,-55.46484671597459,-55.20963728304427,-54.79557071610971,-31.65121106524921,-31.688457797359483,-31.695861818132208,-31.575188323560436,-31.73163821651668,-11.696525655958403,-31.68049939527018,-31.64471856169107,-31.854306362235896,-31.97839509410864,-31.985671444051427,-31.881364953360315,-31.98750093896237,-11.451887552525388,-11.94355020632843,-31.794552941173762,-26.670010222714183,-26.6715158168064,-26.380478784127376,-47.77229247275233,-26.789019731482107,-48.10216495278917,-49.05725486816792,-29.112841413112015,-30.653790951252393,-52.25350513170375,-51.758076505356385,-50.53826857149778,-51.74394553103131,-31.656171496362187,-50.44912969973113,-51.120848231516504
-63.77738648857906,-63.822374997744724,-64.03236798414065,-64.71003151363786,-64.07093568566611,-64.71945653422993,-64.98208132549716,-64.0614623505965,-53.89444763271216,-53.98308654617962,-34.94730207461905,-54.071013531432655,-34.7912367621001,-53.79602087897573,-33.00542729632444,-53.80698982652674,-34.587237383041554,-34.51180793258315,-34.44328478679636,-34.435459369082906,-34.39416585376675,-34.76695376246216,-13.775640649687258,-14.627189317396601,-34.5496628972741,-34.57076514570672,-34.47749005233736,-34.54413621572049,-34.519279135340085,-13.90079501084064,-14.673803983068314,-14.365398932968848,-49.352215849600356,-49.38201751523777,-48.91800542619275,-49.61104582449223,-49.7564102568012,-49.443042780556596,-28.86963251002257,-50.04291722347994,-56.38442950427751,-36.10618512493005,-56.3928696252298,-56.826694001664166,-57.32007948084232,-57.46771100909492,-56.601224803838576,-37.63564734800805
-42.624440458146665,-62.5458187638312,-62.54814251317018,-63.79479975947099,-62.66789554572111,-64.11031813523807,-63.77947544421516,-64.51052338646514,-30.835505853320146,-33.16834171263309,-32.9293801063488,-32.820070902629475,-31.082245379744982,-52.676108253763516,-51.40824830051688,-51.605174916343096,-37.40774101410003,-17.763722334081745,-17.525324421388355,-37.73691353891052,-37.818429736321704,-37.569723853818864,-37.8853248101714,-37.70366959838417,-35.10461292736158,-35.13987708485475,-35.14532786586966,-35.21102235709102,-35.11211158148125,-14.16217408415881,-35.14577409859724,-15.36029210405669,-28.023041044250036,-28.959684722959725,-29.82613929682598,-29.889034595773083,-50.004382537615825,-50.30396749464124,-50.30999212773989,-30.666128428161525,-48.52748499804292,-27.837171383443483,-47.71461866744282,-47.62484422290501,-47.274064463843686,-26.8273132926492,-27.055390414855903,-27.831567604832543
